volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude,country,duration
342090,Fuego,10699,Confirmed Eruption,NA,3.0,1799.0,0.0,0.0,Historical Observations,NA,NA,NA,14.473,-90.88,Guatemala,NA
282100,Unzendake,17178,Uncertain Eruption,Fugen-dake,NA,1798.0,11.0,13.0,NA,1798.0,12.0,0.0,32.761,130.299,Japan,NA
383030,Tenerife,13111,Confirmed Eruption,SW flank of Pico Viejo (Chahorra),3.0,1798.0,6.0,9.0,Historical Observations,1798.0,9.0,14.0,28.271,-16.641,Spain,97 days
357120,Villarrica,21010,Confirmed Eruption,NA,2.0,1798.0,NA,NA,Varve Count,NA,NA,NA,-39.42,-71.93,Chile,NA
360060,Soufriere Guadeloupe,12363,Confirmed Eruption,NNW side of summit dome,2.0,1797.0,9.0,29.0,Historical Observations,1798.0,4.0,26.0,16.044,-61.664,France,209 days
352010,Reventador,11426,Confirmed Eruption,NA,3.0,1797.0,1.0,0.0,Historical Observations,NA,NA,NA,-0.077,-77.656,Ecuador,NA
373030,Bardarbunga,12881,Confirmed Eruption,Volcano Uncertain,NA,1797.0,0.0,0.0,NA,NA,NA,NA,64.633,-17.516,Iceland,NA
373060,Askja,12908,Confirmed Eruption,Holuhraun,0.0,1797.0,0.0,0.0,Historical Observations,NA,NA,NA,65.033,-16.783,Iceland,NA
282080,Aira,17069,Confirmed Eruption,Minami-dake,2.0,1797.0,0.0,0.0,Historical Observations,NA,NA,NA,31.593,130.657,Japan,NA
263240,Merbabu,15809,Confirmed Eruption,NA,2.0,1797.0,0.0,0.0,Historical Observations,NA,NA,NA,-7.454,110.44,Indonesia,NA
263250,Merapi,15811,Confirmed Eruption,NA,1.0,1797.0,0.0,0.0,Historical Observations,NA,NA,NA,-7.54,110.446,Indonesia,NA
256010,Tinakula,15189,Confirmed Eruption,NA,1.0,1797.0,0.0,0.0,Historical Observations,NA,NA,NA,-10.386,165.804,Solomon Islands,NA
233020,"Fournaise, Piton de la",14251,Confirmed Eruption,NA,0.0,1797.0,0.0,0.0,Historical Observations,NA,NA,NA,-21.244,55.708,France,NA
341110,San Martin,10595,Uncertain Eruption,NA,2.0,1797.0,0.0,0.0,NA,1805.0,0.0,0.0,18.57,-95.2,Mexico,NA
351080,Galeras,11354,Confirmed Eruption,NA,2.0,1796.0,11.0,0.0,Historical Observations,1801.0,0.0,0.0,1.22,-77.37,Colombia,NA
282020,Io-Torishima,16913,Confirmed Eruption,Iwo-dake,2.0,1796.0,10.0,0.0,Historical Observations,1796.0,11.0,0.0,27.881,128.223,Japan,NA
373010,Grimsvotn,12811,Discredited Eruption,NA,NA,1796.0,6.0,0.0,NA,NA,NA,NA,64.416,-17.316,Iceland,NA
311300,Bogoslof,19853,Confirmed Eruption,Old Bogoslof (Castle Rock),3.0,1796.0,5.0,0.0,Historical Observations,1804.0,0.0,0.0,53.93,-168.03,United States,NA
283190,Zaozan [Zaosan],17967,Confirmed Eruption,Okama,2.0,1796.0,3.0,24.0,Historical Observations,NA,NA,NA,38.144,140.44,Japan,NA
211020,Vesuvius,13350,Confirmed Eruption,Summit and upper flanks,3.0,1796.0,1.0,0.0,Historical Observations,1822.0,11.0,16.0,40.821,14.426,Italy,NA
263350,Ijen,16168,Confirmed Eruption,Kawah Ijen,2.0,1796.0,0.0,0.0,Historical Observations,NA,NA,NA,-8.058,114.242,Indonesia,NA
311340,Westdahl,20040,Confirmed Eruption,Pogromni or (more likely) Westdahl,0.0,1796.0,0.0,0.0,Historical Observations,NA,NA,NA,54.516,-164.65,United States,NA
311390,Amak,20110,Confirmed Eruption,NA,NA,1796.0,0.0,0.0,Historical Observations,NA,NA,NA,55.424,-163.149,United States,NA
341040,Colima,10432,Confirmed Eruption,NA,2.0,1795.0,3.0,0.0,Historical Observations,1795.0,9.0,0.0,19.514,-103.62,Mexico,NA
311350,Fisher,20050,Confirmed Eruption,NA,NA,1795.0,0.0,0.0,Historical Observations,NA,NA,NA,54.65,-164.43,United States,NA
311340,Westdahl,20039,Confirmed Eruption,Pogromni or (more likely) Westdahl,4.0,1795.0,0.0,0.0,Historical Observations,NA,NA,NA,54.516,-164.65,United States,NA
233020,"Fournaise, Piton de la",14250,Confirmed Eruption,NA,NA,1795.0,0.0,0.0,Historical Observations,NA,NA,NA,-21.244,55.708,France,NA
283190,Zaozan [Zaosan],17966,Confirmed Eruption,SE side of Okama,2.0,1794.0,9.0,22.0,Historical Observations,1794.0,12.0,0.0,38.144,140.44,Japan,NA
341040,Colima,10431,Confirmed Eruption,NA,2.0,1794.0,8.0,0.0,Historical Observations,NA,NA,NA,19.514,-103.62,Mexico,NA
373010,Grimsvotn,12810,Uncertain Eruption,NA,NA,1794.0,7.0,15.0,NA,NA,NA,NA,64.416,-17.316,Iceland,NA
341110,San Martin,10594,Confirmed Eruption,NA,2.0,1794.0,5.0,0.0,Historical Observations,1796.0,0.0,0.0,18.57,-95.2,Mexico,NA
283270,Iwakisan,18120,Uncertain Eruption,NA,2.0,1794.0,4.0,3.0,NA,NA,NA,NA,40.656,140.303,Japan,NA
233020,"Fournaise, Piton de la",14249,Confirmed Eruption,NA,0.0,1794.0,1.0,0.0,Historical Observations,1794.0,1.0,0.0,-21.244,55.708,France,NA
282080,Aira,17068,Confirmed Eruption,Minami-dake,2.0,1794.0,0.0,0.0,Historical Observations,NA,NA,NA,31.593,130.657,Japan,NA
373030,Bardarbunga,12880,Confirmed Eruption,NA,NA,1794.0,0.0,0.0,Historical Observations,NA,NA,NA,64.633,-17.516,Iceland,NA
383020,Hierro,13064,Uncertain Eruption,NW rift (Volcán de Lomo Negro)?,0.0,1793.0,5.0,0.0,NA,1793.0,6.0,0.0,27.73,-18.03,Spain,NA
283270,Iwakisan,18119,Uncertain Eruption,NA,2.0,1793.0,4.0,2.0,NA,NA,NA,NA,40.656,140.303,Japan,NA
341110,San Martin,10593,Confirmed Eruption,Cinder cones in summit crater,4.0,1793.0,3.0,2.0,Historical Observations,1793.0,12.0,0.0,18.57,-95.2,Mexico,NA
313020,Iliamna,20281,Uncertain Eruption,NA,NA,1793.0,0.0,0.0,NA,NA,NA,NA,60.032,-153.09,United States,NA
300240,Tolbachik,19298,Confirmed Eruption,NA,2.0,1793.0,0.0,0.0,Historical Observations,NA,NA,NA,55.832,160.326,Russia,NA
290380,Ebeko,18865,Confirmed Eruption,NA,2.0,1793.0,0.0,0.0,Historical Observations,NA,NA,NA,50.686,156.014,Russia,NA
211060,Etna,13728,Confirmed Eruption,Central Crater,3.0,1793.0,0.0,0.0,Historical Observations,1802.0,0.0,0.0,37.748,14.999,Italy,NA
263340,Raung,16109,Confirmed Eruption,NA,2.0,1793.0,0.0,0.0,Historical Observations,NA,NA,NA,-8.119,114.056,Indonesia,NA
233020,"Fournaise, Piton de la",14248,Confirmed Eruption,NA,0.0,1792.0,12.0,19.0,Historical Observations,NA,NA,NA,-21.244,55.708,France,NA
321010,Baker,20449,Uncertain Eruption,NA,NA,1792.0,6.0,0.0,NA,NA,NA,NA,48.777,-121.813,United States,NA
211060,Etna,13727,Confirmed Eruption,"Summit, SE flank (2825-1500 m)",3.0,1792.0,5.0,25.0,Historical Observations,1793.0,5.0,26.0,37.748,14.999,Italy,366 days
211060,Etna,13725,Confirmed Eruption,"Central Crater, west slope",2.0,1792.0,3.0,0.0,Historical Observations,1792.0,5.0,24.0,37.748,14.999,Italy,NA
311310,Makushin,10434,Uncertain Eruption,NA,NA,1792.0,2.0,14.0,NA,NA,NA,NA,53.891,-166.923,United States,NA
282100,Unzendake,17177,Confirmed Eruption,"Fugen-dake (summit, NNE), Mayu-yama",2.0,1792.0,2.0,10.0,Historical Observations,1792.0,7.0,22.0,32.761,130.299,Japan,163 days
360120,Pelee,12428,Confirmed Eruption,Upper Rivière Claire valley,1.0,1792.0,1.0,22.0,Historical Observations,1792.0,4.0,0.0,14.809,-61.165,France,NA
358020,Calbuco,12250,Confirmed Eruption,NA,NA,1792.0,0.0,0.0,Historical Observations,NA,NA,NA,-41.33,-72.618,Chile,NA
282080,Aira,17067,Uncertain Eruption,Minami-dake,2.0,1792.0,0.0,0.0,NA,NA,NA,NA,31.593,130.657,Japan,NA
243060,Tofua,14745,Confirmed Eruption,NA,0.0,1792.0,0.0,0.0,Historical Observations,NA,NA,NA,-19.75,-175.07,Tonga,NA
311060,Semisopochnoi,19568,Uncertain Eruption,Cerberus,NA,1792.0,0.0,0.0,NA,NA,NA,NA,51.93,179.58,United States,NA
284010,Izu-Oshima,18197,Confirmed Eruption,Mihara-yama,2.0,1792.0,0.0,0.0,Historical Observations,NA,NA,NA,34.724,139.394,Japan,NA
282080,Aira,17066,Confirmed Eruption,Minami-dake,2.0,1791.0,9.0,11.0,Historical Observations,NA,NA,NA,31.593,130.657,Japan,NA
300260,Klyuchevskoy,19411,Confirmed Eruption,NA,2.0,1791.0,8.0,0.0,Historical Observations,NA,NA,NA,56.056,160.642,Russia,NA
311080,Tanaga,19695,Uncertain Eruption,NA,NA,1791.0,6.0,7.0,NA,NA,NA,NA,51.885,-178.146,United States,NA
233020,"Fournaise, Piton de la",14247,Confirmed Eruption,"Dolomieu, Mamelon Central ?",2.0,1791.0,6.0,5.0,Historical Observations,1791.0,7.0,27.0,-21.244,55.708,France,52 days
252140,Rabaul,15087,Confirmed Eruption,Tavurvur,2.0,1791.0,5.0,22.0,Historical Observations,NA,NA,NA,-4.271,152.203,Papua New Guinea,NA
300260,Klyuchevskoy,19410,Confirmed Eruption,NA,2.0,1791.0,4.0,0.0,Historical Observations,NA,NA,NA,56.056,160.642,Russia,NA
211060,Etna,13724,Confirmed Eruption,Central Crater,2.0,1791.0,2.0,0.0,Historical Observations,1791.0,9.0,0.0,37.748,14.999,Italy,NA
344040,Telica,10905,Confirmed Eruption,NA,NA,1791.0,1.0,24.0,Historical Observations,NA,NA,NA,12.606,-86.84,Nicaragua,NA
263250,Merapi,15866,Confirmed Eruption,NA,2.0,1791.0,0.0,0.0,Historical Observations,NA,NA,NA,-7.54,110.446,Indonesia,NA
332010,Kilauea,10060,Confirmed Eruption,Kilauea Caldera (Keanakakoi ash),4.0,1790.0,11.0,0.0,Historical Observations,NA,NA,NA,19.421,-155.287,United States,NA
283270,Iwakisan,18118,Confirmed Eruption,NA,2.0,1790.0,10.0,9.0,Historical Observations,NA,NA,NA,40.656,140.303,Japan,NA
282080,Aira,17065,Confirmed Eruption,Minami-dake,2.0,1790.0,7.0,29.0,Historical Observations,NA,NA,NA,31.593,130.657,Japan,NA
311310,Makushin,19761,Uncertain Eruption,NA,NA,1790.0,6.0,7.0,NA,NA,NA,NA,53.891,-166.923,United States,NA
358010,Osorno,12231,Confirmed Eruption,SE base,2.0,1790.0,3.0,9.0,Historical Observations,1791.0,12.0,26.0,-41.105,-72.496,Chile,657 days
357120,Villarrica,12119,Confirmed Eruption,NA,1.0,1790.0,1.0,0.0,Historical Observations,1801.0,0.0,0.0,-39.42,-71.93,Chile,NA
285010,Oshima-Oshima,18558,Confirmed Eruption,Nishi-yama,2.0,1790.0,1.0,0.0,Historical Observations,NA,NA,NA,41.51,139.367,Japan,NA
290150,Chirpoi,18779,Confirmed Eruption,Snow,NA,1790.0,0.0,0.0,Historical Observations,NA,NA,NA,46.532,150.871,Russia,NA
290390,Alaid,18880,Confirmed Eruption,NA,4.0,1790.0,0.0,0.0,Historical Observations,1793.0,0.0,0.0,50.861,155.565,Russia,NA
300240,Tolbachik,19297,Confirmed Eruption,NA,2.0,1790.0,0.0,0.0,Historical Observations,NA,NA,NA,55.832,160.326,Russia,NA
311320,Akutan,19998,Uncertain Eruption,NA,NA,1790.0,0.0,0.0,NA,NA,NA,NA,54.134,-165.986,United States,NA
311360,Shishaldin,20057,Uncertain Eruption,NA,NA,1790.0,0.0,0.0,NA,NA,NA,NA,54.756,-163.97,United States,NA
312030,Pavlof,20112,Confirmed Eruption,NA,2.0,1790.0,0.0,0.0,Historical Observations,NA,NA,NA,55.417,-161.894,United States,NA
311060,Semisopochnoi,19671,Uncertain Eruption,Cerberus,NA,1790.0,0.0,0.0,NA,NA,NA,NA,51.93,179.58,United States,NA
311110,Kanaga,19714,Discredited Eruption,NA,NA,1790.0,0.0,0.0,NA,1791.0,0.0,0.0,51.923,-177.168,United States,NA
332010,Kilauea,10059,Confirmed Eruption,Lower east rift zone (230-375 m),0.0,1790.0,0.0,0.0,Historical Observations,NA,NA,NA,19.421,-155.287,United States,NA
323110,Mono Lake Volcanic Field,20654,Confirmed Eruption,Paoha Island,NA,1790.0,0.0,0.0,Tephrochronology,NA,NA,NA,38.0,-119.03,United States,NA
273070,Taal,16842,Confirmed Eruption,NA,2.0,1790.0,0.0,0.0,Historical Observations,NA,NA,NA,14.002,120.993,Philippines,NA
266110,Mahawu,16465,Confirmed Eruption,NA,2.0,1789.0,12.0,31.0,Historical Observations,NA,NA,NA,1.352,124.865,Indonesia,NA
300260,Klyuchevskoy,19409,Confirmed Eruption,NA,2.0,1789.0,12.0,1.0,Historical Observations,1790.0,2.0,0.0,56.056,160.642,Russia,NA
233020,"Fournaise, Piton de la",14246,Confirmed Eruption,East side of summit cone and Bory crater,2.0,1789.0,6.0,0.0,Historical Observations,1789.0,7.0,0.0,-21.244,55.708,France,NA
300240,Tolbachik,19296,Confirmed Eruption,NA,2.0,1789.0,0.0,0.0,Historical Observations,NA,NA,NA,55.832,160.326,Russia,NA
300100,Avachinsky,19085,Uncertain Eruption,NA,NA,1789.0,0.0,0.0,NA,NA,NA,NA,53.256,158.836,Russia,NA
284010,Izu-Oshima,18196,Confirmed Eruption,Mihara-yama,2.0,1789.0,0.0,0.0,Historical Observations,NA,NA,NA,34.724,139.394,Japan,NA
300260,Klyuchevskoy,19408,Confirmed Eruption,NA,2.0,1788.0,8.0,0.0,Historical Observations,NA,NA,NA,56.056,160.642,Russia,NA
300260,Klyuchevskoy,19407,Confirmed Eruption,NA,2.0,1788.0,2.0,0.0,Historical Observations,NA,NA,NA,56.056,160.642,Russia,NA
300240,Tolbachik,19295,Confirmed Eruption,NA,2.0,1788.0,0.0,0.0,Historical Observations,NA,NA,NA,55.832,160.326,Russia,NA
266110,Mahawu,16464,Confirmed Eruption,NA,NA,1788.0,0.0,0.0,Historical Observations,NA,NA,NA,1.352,124.865,Indonesia,NA
357021,Maipo,11900,Uncertain Eruption,NA,NA,1788.0,0.0,0.0,NA,NA,NA,NA,-34.164,-69.832,Chile-Argentina,NA
300260,Klyuchevskoy,19406,Confirmed Eruption,NA,2.0,1787.0,9.0,0.0,Historical Observations,NA,NA,NA,56.056,160.642,Russia,NA
233020,"Fournaise, Piton de la",14245,Confirmed Eruption,Bory,2.0,1787.0,6.0,14.0,Historical Observations,1787.0,8.0,1.0,-21.244,55.708,France,48 days
211060,Etna,13723,Confirmed Eruption,Central Crater,4.0,1787.0,6.0,4.0,Historical Observations,1787.0,8.0,11.0,37.748,14.999,Italy,68 days
283290,Osorezan,18136,Confirmed Eruption,NA,NA,1787.0,0.0,0.0,Historical Observations,NA,NA,NA,41.279,141.12,Japan,NA
283160,Bandaisan,17898,Confirmed Eruption,NA,2.0,1787.0,0.0,0.0,Historical Observations,NA,NA,NA,37.601,140.072,Japan,NA
357120,Villarrica,12118,Confirmed Eruption,NA,2.0,1787.0,0.0,0.0,Historical Observations,NA,NA,NA,-39.42,-71.93,Chile,NA
354040,Tutupaca,11798,Confirmed Eruption,NA,2.0,1787.0,NA,NA,Historical Observations,1789.0,NA,NA,-17.026,-70.372,Peru,NA
263250,Merapi,15865,Confirmed Eruption,NA,1.0,1786.0,7.0,17.0,Historical Observations,NA,NA,NA,-7.54,110.446,Indonesia,NA
233020,"Fournaise, Piton de la",14244,Confirmed Eruption,NA,2.0,1786.0,6.0,5.0,Historical Observations,1786.0,8.0,4.0,-21.244,55.708,France,60 days
311190,Amukta,19784,Confirmed Eruption,NA,3.0,1786.0,6.0,0.0,Historical Observations,1791.0,0.0,0.0,52.5,-171.252,United States,NA
311180,Seguam,19774,Confirmed Eruption,NA,NA,1786.0,0.0,0.0,Historical Observations,1790.0,0.0,0.0,52.315,-172.51,United States,NA
313020,Iliamna,20280,Uncertain Eruption,NA,NA,1786.0,0.0,0.0,NA,NA,NA,NA,60.032,-153.09,United States,NA
323010,Shasta,20639,Discredited Eruption,NA,NA,1786.0,0.0,0.0,Historical Observations,NA,NA,NA,41.409,-122.193,United States,NA
285010,Oshima-Oshima,18557,Uncertain Eruption,Nishi-yama,2.0,1786.0,0.0,0.0,NA,NA,NA,NA,41.51,139.367,Japan,NA
284150,Asuncion,18497,Discredited Eruption,NA,NA,1786.0,0.0,0.0,NA,NA,NA,NA,19.671,145.406,United States,NA
211050,Vulcano,13475,Uncertain Eruption,Fossa,3.0,1786.0,0.0,0.0,NA,NA,NA,NA,38.404,14.962,Italy,NA
263200,Dieng Volcanic Complex,15773,Confirmed Eruption,Butak Petarangan (Butak),2.0,1786.0,0.0,0.0,Historical Observations,NA,NA,NA,-7.2,109.879,Indonesia,NA
266030,Soputan,16303,Confirmed Eruption,NA,2.0,1785.0,12.0,31.0,Historical Observations,NA,NA,NA,1.112,124.737,Indonesia,NA
282080,Aira,17064,Confirmed Eruption,NA,2.0,1785.0,11.0,20.0,Historical Observations,NA,NA,NA,31.593,130.657,Japan,NA
300260,Klyuchevskoy,19405,Confirmed Eruption,NA,2.0,1785.0,11.0,0.0,Historical Observations,NA,NA,NA,56.056,160.642,Russia,NA
352006,Cayambe,11417,Confirmed Eruption,Upper SE flank,2.0,1785.0,2.0,0.0,Historical Observations,1786.0,3.0,0.0,0.029,-77.986,Ecuador,NA
384010,Fogo,13130,Confirmed Eruption,North caldera floor,2.0,1785.0,1.0,24.0,Historical Observations,1785.0,2.0,25.0,14.95,-24.35,Cape Verde,32 days
342040,Almolonga,10629,Discredited Eruption,NA,NA,1785.0,0.0,0.0,NA,NA,NA,NA,14.797,-91.519,Guatemala,NA
263280,Kelut,15940,Confirmed Eruption,NA,2.0,1785.0,0.0,0.0,Historical Observations,NA,NA,NA,-7.93,112.308,Indonesia,NA
354006,Sabancaya,11746,Confirmed Eruption,NA,NA,1784.0,7.0,0.0,Historical Observations,NA,NA,NA,-15.787,-71.857,Peru,NA
315020,Wrangell,20408,Uncertain Eruption,NA,2.0,1784.0,7.0,0.0,NA,NA,NA,NA,62.006,-144.017,United States,NA
360150,Soufriere St. Vincent,12449,Confirmed Eruption,NA,0.0,1784.0,3.0,0.0,Historical Observations,NA,NA,NA,13.33,-61.18,Saint Vincent and the Grenadines,NA
285020,Hokkaido-Komagatake,18566,Uncertain Eruption,NA,2.0,1784.0,2.0,8.0,NA,NA,NA,NA,42.063,140.677,Japan,NA
332040,Hualalai,10253,Confirmed Eruption,NW rift zone (1400-1900 m),0.0,1784.0,0.0,0.0,Historical Observations,NA,NA,NA,19.692,-155.87,United States,NA
233020,"Fournaise, Piton de la",14243,Confirmed Eruption,NA,2.0,1784.0,0.0,0.0,Historical Observations,1785.0,0.0,0.0,-21.244,55.708,France,NA
283270,Iwakisan,18117,Uncertain Eruption,NA,2.0,1783.0,12.0,3.0,NA,NA,NA,NA,40.656,140.303,Japan,NA
282080,Aira,17063,Confirmed Eruption,NA,3.0,1783.0,9.0,3.0,Historical Observations,NA,NA,NA,31.593,130.657,Japan,NA
211020,Vesuvius,13349,Confirmed Eruption,Summit and SW flank (550-300 m),3.0,1783.0,8.0,18.0,Historical Observations,1794.0,7.0,5.0,40.821,14.426,Italy,3974 days
283110,Asamayama,17748,Confirmed Eruption,NA,4.0,1783.0,5.0,9.0,Historical Observations,1783.0,8.0,5.0,36.406,138.523,Japan,88 days
371020,Reykjanes,12505,Confirmed Eruption,Reykjaneshryggur (Nyey),3.0,1783.0,5.0,1.0,Historical Observations,1783.0,8.0,15.0,63.85,-22.566,Iceland,106 days
373010,Grimsvotn,12809,Confirmed Eruption,Lakagigar (Skaftar) and Grímsvötn,4.0,1783.0,5.0,0.0,Historical Observations,1785.0,5.0,26.0,64.416,-17.316,Iceland,NA
283210,Kurikomayama,17999,Uncertain Eruption,NA,NA,1783.0,0.0,0.0,NA,NA,NA,NA,38.961,140.788,Japan,NA
284010,Izu-Oshima,18195,Confirmed Eruption,Mihara-yama,2.0,1783.0,0.0,0.0,Historical Observations,1786.0,0.0,0.0,34.724,139.394,Japan,NA
311110,Kanaga,19713,Confirmed Eruption,NA,NA,1783.0,0.0,0.0,Historical Observations,1787.0,0.0,0.0,51.923,-177.168,United States,NA
213040,Ararat,13536,Uncertain Eruption,NA,NA,1783.0,0.0,0.0,NA,NA,NA,NA,39.7,44.3,Turkey,NA
283270,Iwakisan,18116,Confirmed Eruption,NA,2.0,1782.0,12.0,1.0,Historical Observations,1783.0,3.0,12.0,40.656,140.303,Japan,101 days
283270,Iwakisan,18115,Uncertain Eruption,South flank,2.0,1782.0,4.0,12.0,NA,NA,NA,NA,40.656,140.303,Japan,NA
282080,Aira,17062,Confirmed Eruption,NE flank (offshore),2.0,1782.0,1.0,18.0,Historical Observations,NA,NA,NA,31.593,130.657,Japan,NA
322010,Hood,20570,Confirmed Eruption,Crater Rock,NA,1781.0,10.0,15.0,Dendrochronology,1801.0,0.0,0.0,45.374,-121.695,United States,NA
211060,Etna,13722,Confirmed Eruption,Central Crater,2.0,1781.0,3.0,0.0,Historical Observations,1781.0,5.0,10.0,37.748,14.999,Italy,NA
282110,Asosan,17267,Confirmed Eruption,Naka-dake,1.0,1781.0,0.0,0.0,Historical Observations,1788.0,0.0,0.0,32.884,131.104,Japan,NA
268060,Gamalama,16618,Uncertain Eruption,NA,NA,1781.0,0.0,0.0,NA,NA,NA,NA,0.8,127.33,Indonesia,NA
341040,Colima,10430,Confirmed Eruption,NA,2.0,1780.0,11.0,26.0,Historical Observations,NA,NA,NA,19.514,-103.62,Mexico,NA
284060,Aogashima,18308,Confirmed Eruption,"Maru-yama, SW part of Ikenosawa crater",3.0,1780.0,7.0,27.0,Historical Observations,1785.0,5.0,0.0,32.458,139.759,Japan,NA
211060,Etna,13721,Confirmed Eruption,"Summit, S & SSW flanks (2360-1850 m)",2.0,1780.0,4.0,20.0,Historical Observations,1780.0,7.0,0.0,37.748,14.999,Italy,NA
211050,Vulcano,13474,Confirmed Eruption,Fossa,2.0,1780.0,0.0,0.0,Historical Observations,NA,NA,NA,38.404,14.962,Italy,NA
263130,Guntur,15691,Confirmed Eruption,NA,2.0,1780.0,0.0,0.0,Historical Observations,NA,NA,NA,-7.143,107.84,Indonesia,NA
263050,Salak,15643,Confirmed Eruption,Kawah Ratu,2.0,1780.0,0.0,0.0,Historical Observations,NA,NA,NA,-6.72,106.73,Indonesia,NA
284110,Kita-Ioto,18377,Confirmed Eruption,Funka-Asane,0.0,1780.0,0.0,0.0,Historical Observations,NA,NA,NA,25.424,141.284,Japan,NA
290120,Kolokol Group,18766,Confirmed Eruption,NA,2.0,1780.0,0.0,0.0,Historical Observations,NA,NA,NA,46.042,150.083,Russia,NA
285070,Akan,18685,Confirmed Eruption,Me-Akan,1.0,1780.0,0.0,0.0,Historical Observations,NA,NA,NA,43.384,144.013,Japan,NA
354040,Tutupaca,11797,Uncertain Eruption,Volcano Uncertain: reported from Tutupaca,2.0,1780.0,0.0,0.0,Historical Observations,1780.0,NA,NA,-17.026,-70.372,Peru,NA
357120,Villarrica,12117,Confirmed Eruption,NA,1.0,1780.0,0.0,0.0,Historical Observations,NA,NA,NA,-39.42,-71.93,Chile,NA
282080,Aira,17061,Confirmed Eruption,"NE flank, off NE coast, south flank",4.0,1779.0,11.0,8.0,Historical Observations,1781.0,5.0,0.0,31.593,130.657,Japan,NA
283110,Asamayama,17747,Uncertain Eruption,NA,NA,1779.0,9.0,0.0,NA,NA,NA,NA,36.406,138.523,Japan,NA
300100,Avachinsky,19084,Confirmed Eruption,NA,3.0,1779.0,6.0,15.0,Historical Observations,1779.0,6.0,16.0,53.256,158.836,Russia,1 days
290100,Moyorodake [Medvezhia],18761,Confirmed Eruption,Kudriavy,2.0,1778.0,12.0,31.0,Historical Observations,NA,NA,NA,45.389,148.838,Japan - administered by Russia,NA
313020,Iliamna,20279,Confirmed Eruption,NA,NA,1778.0,0.0,0.0,Historical Observations,1779.0,0.0,0.0,60.032,-153.09,United States,NA
265090,Banda Api,16410,Confirmed Eruption,NA,2.0,1778.0,0.0,0.0,Historical Observations,NA,NA,NA,-4.523,129.881,Indonesia,NA
284010,Izu-Oshima,18194,Confirmed Eruption,Mihara-yama & flanks,3.0,1777.0,8.0,31.0,Historical Observations,1779.0,0.0,0.0,34.724,139.394,Japan,NA
283110,Asamayama,17746,Confirmed Eruption,NA,2.0,1777.0,0.0,0.0,Historical Observations,NA,NA,NA,36.406,138.523,Japan,NA
263130,Guntur,15690,Confirmed Eruption,NA,2.0,1777.0,0.0,0.0,Historical Observations,NA,NA,NA,-7.143,107.84,Indonesia,NA
357120,Villarrica,12116,Confirmed Eruption,NA,1.0,1777.0,0.0,0.0,Historical Observations,1779.0,0.0,0.0,-39.42,-71.93,Chile,NA
300080,Opala,19034,Confirmed Eruption,NA,2.0,1776.0,10.0,23.0,Historical Observations,NA,NA,NA,52.543,157.339,Russia,NA
283110,Asamayama,17745,Confirmed Eruption,NA,2.0,1776.0,9.0,5.0,Historical Observations,NA,NA,NA,36.406,138.523,Japan,NA
305030,Wudalianchi,19636,Confirmed Eruption,Laoheishan,2.0,1776.0,0.0,0.0,Historical Observations,NA,NA,NA,48.72,126.12,China,NA
263200,Dieng Volcanic Complex,15772,Uncertain Eruption,NA,NA,1776.0,0.0,0.0,NA,NA,NA,NA,-7.2,109.879,Indonesia,NA
263280,Kelut,15939,Confirmed Eruption,NA,2.0,1776.0,0.0,0.0,Historical Observations,NA,NA,NA,-7.93,112.308,Indonesia,NA
211060,Etna,13720,Confirmed Eruption,Central Crater,NA,1776.0,0.0,0.0,Historical Observations,NA,NA,NA,37.748,14.999,Italy,NA
233020,"Fournaise, Piton de la",14242,Confirmed Eruption,SE rift zone (Piton Takamaka),0.0,1776.0,0.0,0.0,Historical Observations,NA,NA,NA,-21.244,55.708,France,NA
268060,Gamalama,16617,Confirmed Eruption,Summit and NW flank (100 m),3.0,1775.0,8.0,20.0,Historical Observations,1775.0,11.0,6.0,0.8,127.33,Indonesia,78 days
342110,Pacaya,10755,Confirmed Eruption,Cerro Chino (SW flank and summit),3.0,1775.0,7.0,1.0,Historical Observations,1775.0,7.0,23.0,14.382,-90.601,Guatemala,22 days
263170,Cereme,15726,Confirmed Eruption,NA,2.0,1775.0,1.0,4.0,Historical Observations,NA,NA,NA,-6.895,108.408,Indonesia,NA
263310,Tengger Caldera,16015,Uncertain Eruption,Bromo,NA,1775.0,0.0,0.0,NA,NA,NA,NA,-7.942,112.95,Indonesia,NA
265090,Banda Api,16409,Confirmed Eruption,NA,2.0,1775.0,0.0,0.0,Historical Observations,NA,NA,NA,-4.523,129.881,Indonesia,NA
266100,Lokon-Empung,16442,Confirmed Eruption,Empung,3.0,1775.0,0.0,0.0,Historical Observations,NA,NA,NA,1.358,124.792,Indonesia,NA
233020,"Fournaise, Piton de la",14241,Confirmed Eruption,East side of summit cone,2.0,1775.0,0.0,0.0,Historical Observations,NA,NA,NA,-21.244,55.708,France,NA
221250,Tullu Moje,13955,Confirmed Eruption,Giano lava flow,NA,1775.0,0.0,0.0,Anthropology,NA,NA,NA,8.159,39.137,Ethiopia,NA
211050,Vulcano,13473,Uncertain Eruption,Fossa,NA,1775.0,0.0,0.0,NA,NA,NA,NA,38.404,14.962,Italy,NA
311360,Shishaldin,20056,Uncertain Eruption,NA,NA,1775.0,0.0,0.0,NA,1778.0,0.0,0.0,54.756,-163.97,United States,NA
